Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S00293,15,Female,High School,Machine Learning,230,5,57,3,68,Medium,80,Kinesthetic,4,No
S00294,22,Female,Postgraduate,Python Basics,334,5,49,2,71,High,100,Reading/Writing,4,Yes
S00295,30,Male,High School,Machine Learning,172,1,42,3,65,Low,58,Kinesthetic,4,Yes
S00296,28,Female,Undergraduate,Python Basics,391,3,93,6,66,Medium,100,Reading/Writing,4,No
S00297,26,Female,Undergraduate,Python Basics,292,1,90,5,98,Medium,100,Auditory,5,No
S00298,37,Female,Undergraduate,Python Basics,259,1,62,3,75,Low,100,Reading/Writing,5,Yes
S00299,29,Female,Undergraduate,Python Basics,177,2,43,3,85,Low,81,Reading/Writing,3,Yes
S00300,42,Male,High School,Python Basics,52,3,63,6,82,Low,38,Reading/Writing,2,Yes
S00301,48,Female,Undergraduate,Data Science,196,2,30,3,99,Medium,86,Kinesthetic,3,Yes
S00302,16,Male,Undergraduate,Data Science,411,3,70,4,95,High,100,Reading/Writing,5,No
S00303,46,Male,Undergraduate,Python Basics,259,5,55,4,85,High,100,Visual,4,No
S00304,37,Male,Postgraduate,Data Science,283,4,49,5,100,Medium,98,Reading/Writing,4,Yes
S00305,36,Male,Undergraduate,Data Science,365,4,82,7,72,Medium,100,Auditory,5,No
S00306,39,Female,High School,Machine Learning,480,3,63,11,78,High,100,Visual,5,No
S00307,36,Female,High School,Python Basics,432,4,80,10,92,Low,100,Auditory,5,Yes
S00308,36,Male,Undergraduate,Data Science,202,1,80,1,95,High,100,Auditory,5,No
S00309,20,Male,Undergraduate,Machine Learning,105,5,68,5,68,High,71,Auditory,3,No
S00310,29,Male,Undergraduate,Machine Learning,535,5,69,2,81,Low,100,Visual,5,Yes
S00311,47,Male,Undergraduate,Python Basics,526,4,83,2,83,High,100,Visual,5,No
S00312,22,Female,Postgraduate,Python Basics,318,3,57,1,100,High,100,Kinesthetic,4,No
S00313,19,Male,Postgraduate,Machine Learning,172,1,79,5,92,Low,98,Visual,4,Yes
S00314,18,Female,Postgraduate,Python Basics,396,3,35,3,94,Low,100,Reading/Writing,5,Yes
S00315,20,Male,High School,Python Basics,289,4,62,3,75,Low,100,Auditory,5,Yes
S00316,46,Male,Undergraduate,Machine Learning,288,5,72,5,70,Medium,93,Kinesthetic,4,No
S00317,44,Male,High School,Machine Learning,389,5,51,4,73,Medium,100,Visual,5,No
S00318,49,Male,High School,Python Basics,333,3,71,5,90,Medium,100,Auditory,5,No
S00319,30,Female,Undergraduate,Data Science,181,2,66,6,100,Medium,100,Visual,3,No
S00320,27,Female,Undergraduate,Python Basics,267,3,55,4,59,High,100,Kinesthetic,5,Yes
S00321,44,Female,High School,Data Science,366,2,52,3,100,Medium,100,Visual,3,No
S00322,33,Male,High School,Machine Learning,351,3,52,7,93,Low,100,Visual,4,Yes
S00323,31,Male,High School,Data Science,326,2,40,2,94,Medium,100,Auditory,5,Yes
S00324,33,Female,Postgraduate,Machine Learning,393,2,88,7,97,Medium,100,Reading/Writing,5,No
S00325,42,Female,High School,Python Basics,263,2,60,6,74,Medium,99,Visual,3,No
S00326,40,Male,High School,Python Basics,317,2,43,6,77,Medium,89,Kinesthetic,4,Yes
S00327,40,Male,Undergraduate,Machine Learning,50,1,60,2,91,Low,48,Visual,2,Yes
S00328,37,Female,Undergraduate,Machine Learning,255,2,67,1,77,High,100,Visual,5,No
S00329,23,Male,Postgraduate,Machine Learning,376,2,51,4,83,High,100,Reading/Writing,5,No
S00330,26,Male,High School,Python Basics,260,5,64,8,71,Medium,79,Auditory,5,No
S00331,15,Female,Undergraduate,Python Basics,253,1,81,5,94,Medium,100,Kinesthetic,5,No
S00332,15,Male,Undergraduate,Data Science,195,2,46,8,77,Medium,84,Auditory,5,Yes
S00333,48,Female,Postgraduate,Machine Learning,400,4,59,6,74,High,100,Auditory,5,No
S00334,46,Male,Undergraduate,Data Science,354,1,31,2,65,Medium,100,Auditory,4,Yes
S00335,39,Female,Postgraduate,Python Basics,382,5,97,2,74,High,100,Visual,5,No
S00336,15,Male,High School,Data Science,127,3,75,6,62,Medium,69,Reading/Writing,5,No
S00337,30,Female,Undergraduate,Data Science,283,5,69,2,88,Medium,100,Visual,5,No
S00338,19,Female,Undergraduate,Python Basics,271,5,59,6,71,Medium,100,Kinesthetic,3,No
S00339,36,Female,Postgraduate,Python Basics,271,1,50,3,79,High,100,Reading/Writing,5,No
S00340,43,Female,High School,Machine Learning,238,1,57,2,98,High,99,Auditory,4,No
S00341,17,Male,High School,Data Science,265,4,75,7,80,Low,95,Reading/Writing,5,Yes
S00342,26,Male,Undergraduate,Python Basics,384,4,52,3,77,Medium,100,Kinesthetic,5,No
S00343,40,Female,High School,Python Basics,108,1,55,6,79,Medium,66,Visual,3,No
S00344,30,Male,High School,Data Science,477,1,74,5,86,Medium,100,Visual,5,No
S00345,36,Male,Postgraduate,Python Basics,348,1,86,7,76,High,100,Auditory,5,No
S00346,43,Male,Undergraduate,Machine Learning,295,3,74,4,95,High,100,Visual,4,No
S00347,28,Male,Undergraduate,Machine Learning,390,5,60,9,82,High,100,Visual,5,No
S00348,42,Male,Undergraduate,Data Science,154,4,65,4,73,High,87,Kinesthetic,2,No
S00349,19,Female,Undergraduate,Machine Learning,233,4,74,7,77,Medium,100,Reading/Writing,5,No
S00350,44,Female,High School,Python Basics,287,2,59,3,98,High,100,Visual,4,No
S00351,19,Female,High School,Python Basics,436,3,76,4,72,High,100,Kinesthetic,4,No
S00352,26,Female,Undergraduate,Python Basics,295,1,51,0,86,Medium,100,Kinesthetic,5,No
S00353,30,Male,Undergraduate,Python Basics,345,1,86,7,90,High,100,Auditory,5,No
S00354,40,Male,Undergraduate,Data Science,241,3,64,2,65,Low,98,Kinesthetic,4,Yes
S00355,40,Female,High School,Machine Learning,348,4,58,7,59,High,100,Auditory,5,Yes
S00356,35,Male,Undergraduate,Machine Learning,467,1,70,9,77,Medium,100,Visual,5,No
S00357,47,Male,Postgraduate,Python Basics,399,2,49,6,91,Medium,100,Auditory,3,Yes
S00358,44,Female,Postgraduate,Data Science,291,4,70,6,59,Medium,95,Kinesthetic,5,Yes
S00359,37,Male,Postgraduate,Python Basics,367,5,91,5,71,Medium,100,Reading/Writing,5,No
S00360,24,Female,Undergraduate,Python Basics,357,3,47,3,89,Medium,100,Reading/Writing,5,Yes
S00361,19,Female,Undergraduate,Data Science,350,4,85,7,67,Low,100,Visual,5,Yes
S00362,48,Male,Undergraduate,Data Science,411,5,50,5,95,Medium,100,Visual,5,No
S00363,45,Male,High School,Python Basics,410,2,76,4,100,Medium,100,Reading/Writing,5,No
S00364,24,Female,Undergraduate,Machine Learning,287,3,51,6,67,High,100,Auditory,3,No
S00365,33,Female,Undergraduate,Python Basics,364,1,79,2,100,High,100,Visual,5,No
S00366,46,Male,High School,Machine Learning,261,1,53,6,85,Medium,100,Kinesthetic,5,No
S00367,15,Female,Undergraduate,Machine Learning,207,5,64,4,69,High,85,Visual,4,No
S00368,19,Female,Postgraduate,Data Science,273,4,53,3,100,Medium,87,Auditory,4,No
S00369,18,Female,High School,Data Science,292,2,27,4,83,High,100,Visual,5,Yes
S00370,30,Male,Postgraduate,Python Basics,133,5,52,5,98,Medium,75,Kinesthetic,1,No
S00371,38,Female,High School,Machine Learning,386,2,38,4,100,Medium,100,Kinesthetic,5,Yes
S00372,30,Male,Undergraduate,Machine Learning,50,2,33,8,76,Medium,43,Kinesthetic,2,Yes
S00373,16,Female,Undergraduate,Python Basics,571,2,68,6,90,Low,100,Auditory,5,Yes
S00374,42,Male,Undergraduate,Python Basics,450,3,88,6,67,High,100,Auditory,5,No
S00375,46,Female,Postgraduate,Python Basics,273,5,96,4,77,High,100,Kinesthetic,4,No
S00376,41,Male,Postgraduate,Data Science,300,3,48,2,78,Medium,100,Kinesthetic,4,Yes
S00377,34,Male,Undergraduate,Python Basics,330,4,66,6,84,Medium,100,Auditory,5,No
S00378,38,Male,High School,Python Basics,241,4,85,3,51,High,86,Auditory,4,Yes
S00379,26,Female,Postgraduate,Machine Learning,319,1,42,2,100,High,100,Auditory,5,Yes
S00380,49,Female,High School,Python Basics,285,1,80,7,92,Medium,100,Reading/Writing,4,No
S00381,47,Female,Postgraduate,Machine Learning,290,1,80,6,90,Medium,100,Auditory,5,No
S00382,47,Male,Undergraduate,Machine Learning,318,4,38,5,100,Medium,100,Kinesthetic,4,Yes
S00383,26,Female,High School,Data Science,168,2,28,5,100,Medium,78,Reading/Writing,3,Yes
S00384,17,Male,Undergraduate,Python Basics,303,2,57,3,78,Low,100,Auditory,5,Yes
S00385,15,Female,High School,Python Basics,316,5,84,10,74,Medium,100,Kinesthetic,5,No
S00386,47,Male,High School,Machine Learning,312,4,45,6,88,High,100,Visual,4,Yes
S00387,24,Male,Undergraduate,Data Science,278,1,31,5,100,Medium,100,Reading/Writing,5,Yes
S00388,43,Male,High School,Data Science,413,4,68,2,79,High,100,Kinesthetic,4,No
S00389,27,Female,High School,Python Basics,264,2,73,3,95,High,100,Visual,5,No
S00390,26,Female,High School,Machine Learning,322,2,53,7,100,High,100,Kinesthetic,5,No
S00391,45,Female,Undergraduate,Python Basics,429,3,57,7,95,Medium,100,Auditory,5,No
S00392,16,Male,High School,Python Basics,292,3,75,1,58,High,100,Auditory,5,Yes
S00393,49,Male,Undergraduate,Python Basics,321,5,56,4,62,Low,94,Visual,4,Yes
S00394,37,Female,High School,Python Basics,290,4,56,4,100,Medium,100,Auditory,5,No
S00395,31,Female,Postgraduate,Machine Learning,423,3,70,7,83,Medium,100,Kinesthetic,3,No
S00396,40,Female,Postgraduate,Data Science,274,3,71,4,87,Medium,94,Visual,5,No
S00397,22,Male,High School,Python Basics,428,4,64,4,89,High,100,Kinesthetic,5,No
S00398,43,Male,Undergraduate,Python Basics,289,2,86,5,100,High,100,Kinesthetic,5,No
S00399,40,Male,Postgraduate,Python Basics,214,5,81,3,71,Low,91,Kinesthetic,4,Yes
S00400,24,Male,Postgraduate,Python Basics,367,5,64,8,75,Medium,100,Auditory,5,No
S00401,40,Male,Undergraduate,Data Science,269,5,50,5,64,Medium,98,Auditory,5,No
S00402,48,Female,High School,Data Science,362,3,80,7,52,Medium,100,Kinesthetic,5,Yes
S00403,21,Male,Undergraduate,Data Science,50,2,79,7,89,High,53,Reading/Writing,2,No
S00404,18,Male,Undergraduate,Data Science,300,5,68,2,68,Medium,100,Kinesthetic,5,No
S00405,25,Male,Undergraduate,Python Basics,254,4,72,2,96,High,95,Kinesthetic,4,No
S00406,43,Male,Undergraduate,Machine Learning,193,5,80,8,73,Low,84,Visual,3,Yes
S00407,39,Male,Postgraduate,Data Science,244,1,86,3,63,Medium,100,Kinesthetic,5,No
S00408,35,Female,Postgraduate,Data Science,242,2,77,5,98,Medium,100,Auditory,5,No
S00409,24,Male,High School,Python Basics,295,1,68,5,89,Medium,100,Visual,5,No
S00410,23,Male,High School,Python Basics,163,2,77,2,80,Medium,87,Reading/Writing,4,No
S00411,38,Male,High School,Python Basics,331,4,85,4,81,High,100,Visual,5,No
S00412,49,Female,Postgraduate,Python Basics,436,3,70,8,91,High,100,Reading/Writing,5,No
S00413,49,Female,Undergraduate,Machine Learning,328,3,79,14,100,Medium,100,Visual,5,No
S00414,32,Female,Undergraduate,Machine Learning,380,2,53,5,86,Medium,100,Visual,3,No
S00415,46,Male,Undergraduate,Data Science,409,5,85,7,90,Low,100,Reading/Writing,5,Yes
S00416,38,Female,Undergraduate,Machine Learning,423,1,51,4,73,Medium,100,Auditory,5,No
S00417,37,Male,Undergraduate,Data Science,487,4,52,3,76,Medium,100,Auditory,5,No
S00418,46,Male,Undergraduate,Data Science,250,5,68,8,32,Low,82,Auditory,4,Yes
S00419,26,Female,Undergraduate,Machine Learning,228,3,45,6,65,High,85,Visual,4,Yes
S00420,27,Male,Postgraduate,Data Science,378,5,61,4,65,High,100,Kinesthetic,4,No
S00421,37,Male,Postgraduate,Python Basics,370,1,67,5,65,High,100,Visual,5,No
S00422,39,Male,Postgraduate,Data Science,377,3,70,4,76,Medium,100,Kinesthetic,2,No
S00423,49,Female,Undergraduate,Python Basics,488,2,73,2,78,High,100,Kinesthetic,3,No
S00424,44,Male,Undergraduate,Machine Learning,301,4,77,7,66,Medium,100,Auditory,3,No
S00425,31,Male,Undergraduate,Machine Learning,342,4,73,9,100,Medium,100,Kinesthetic,3,No
S00426,34,Female,Postgraduate,Data Science,201,3,53,7,89,High,75,Visual,4,No
S00427,39,Male,High School,Python Basics,513,2,77,6,85,Medium,100,Visual,5,No
S00428,36,Male,Undergraduate,Data Science,266,1,60,5,90,Low,100,Auditory,5,Yes
S00429,27,Female,High School,Machine Learning,269,4,71,0,56,High,93,Reading/Writing,3,Yes
S00430,33,Male,Undergraduate,Data Science,265,3,67,3,55,High,93,Visual,3,Yes
S00431,26,Male,Undergraduate,Data Science,235,4,91,4,100,High,100,Kinesthetic,5,No
S00432,33,Male,Undergraduate,Python Basics,227,2,46,6,100,Medium,100,Visual,5,Yes
S00433,26,Male,High School,Machine Learning,247,1,56,5,81,Medium,100,Visual,5,No
S00434,23,Male,Undergraduate,Data Science,163,2,71,6,100,High,88,Visual,3,No
S00435,21,Female,Postgraduate,Python Basics,221,5,70,9,82,Low,100,Reading/Writing,5,Yes
S00436,42,Female,High School,Data Science,494,2,56,4,69,Medium,100,Kinesthetic,5,No
S00437,28,Female,Undergraduate,Python Basics,373,2,35,2,93,Medium,99,Auditory,4,Yes
S00438,45,Female,Undergraduate,Python Basics,392,4,63,7,49,Medium,100,Visual,4,Yes
S00439,33,Male,Postgraduate,Data Science,417,2,69,8,73,Medium,100,Kinesthetic,4,No
S00440,30,Male,High School,Machine Learning,483,3,74,7,69,Low,100,Kinesthetic,4,Yes
S00441,19,Male,Postgraduate,Machine Learning,122,4,65,5,63,Medium,59,Auditory,4,No
S00442,49,Male,Undergraduate,Python Basics,177,4,70,4,74,Medium,72,Visual,4,No
S00443,26,Male,Postgraduate,Machine Learning,219,5,52,4,84,Low,84,Reading/Writing,3,Yes
S00444,39,Female,Postgraduate,Python Basics,253,3,71,4,100,Medium,81,Kinesthetic,4,No
S00445,35,Female,High School,Machine Learning,269,2,64,3,97,High,100,Auditory,5,No
S00446,37,Male,High School,Data Science,255,5,72,2,58,Medium,99,Reading/Writing,3,Yes
S00447,30,Male,High School,Machine Learning,321,3,62,8,100,Medium,100,Kinesthetic,5,No
S00448,28,Male,Undergraduate,Python Basics,303,5,73,2,100,High,99,Visual,5,No
S00449,45,Female,High School,Python Basics,227,1,71,3,82,Medium,100,Kinesthetic,5,No
S00450,19,Male,High School,Machine Learning,82,2,67,10,100,Medium,95,Reading/Writing,5,No
S00451,49,Male,Undergraduate,Data Science,200,5,42,3,65,Medium,94,Reading/Writing,3,Yes
S00452,37,Male,High School,Python Basics,245,1,66,3,94,High,97,Visual,3,No
S00453,43,Female,High School,Python Basics,275,2,58,7,51,High,87,Visual,4,Yes
S00454,25,Male,Undergraduate,Python Basics,187,5,59,3,76,High,74,Auditory,4,No
S00455,32,Female,High School,Python Basics,250,5,90,7,100,High,100,Visual,5,No
S00456,26,Female,Undergraduate,Python Basics,186,5,56,6,73,Medium,75,Auditory,5,No
S00457,23,Female,Undergraduate,Data Science,287,5,57,4,74,Low,93,Reading/Writing,5,Yes
S00458,24,Female,Undergraduate,Machine Learning,192,4,34,5,69,Medium,82,Reading/Writing,3,Yes
S00459,31,Female,Postgraduate,Data Science,215,5,91,4,81,Low,100,Kinesthetic,5,Yes
S00460,21,Female,Undergraduate,Data Science,169,4,81,4,67,High,93,Kinesthetic,5,No
S00461,27,Male,Undergraduate,Python Basics,284,4,63,5,100,Medium,100,Auditory,3,No
S00462,23,Male,Undergraduate,Data Science,213,1,71,5,64,Low,92,Visual,4,Yes
S00463,41,Male,Postgraduate,Python Basics,390,2,30,4,82,High,100,Visual,5,Yes
S00464,16,Female,Postgraduate,Data Science,340,4,75,8,95,Medium,100,Kinesthetic,5,No
S00465,19,Male,Postgraduate,Python Basics,293,3,53,5,69,Medium,100,Reading/Writing,5,No
S00466,43,Female,Undergraduate,Python Basics,220,4,93,9,62,Medium,97,Auditory,4,No
S00467,33,Female,High School,Data Science,338,3,71,3,73,Medium,100,Reading/Writing,5,No
S00468,22,Female,High School,Data Science,369,1,63,2,75,Medium,100,Reading/Writing,5,No
S00469,15,Male,High School,Machine Learning,314,3,53,6,94,Low,100,Visual,4,Yes
S00470,36,Female,Postgraduate,Machine Learning,460,1,49,5,77,Medium,100,Auditory,5,Yes
S00471,31,Female,Undergraduate,Machine Learning,345,1,70,8,82,High,100,Reading/Writing,4,No
S00472,21,Male,Undergraduate,Data Science,391,1,49,4,58,High,100,Kinesthetic,4,Yes
S00473,39,Male,Undergraduate,Data Science,313,3,52,8,77,Medium,100,Kinesthetic,5,No
S00474,18,Female,Postgraduate,Python Basics,367,3,87,7,100,Medium,100,Visual,5,No
S00475,20,Female,High School,Machine Learning,220,1,66,3,98,High,94,Kinesthetic,5,No
S00476,45,Male,High School,Python Basics,254,1,45,6,71,High,90,Kinesthetic,4,Yes
S00477,33,Male,Undergraduate,Python Basics,334,2,72,8,94,Medium,100,Reading/Writing,5,No
S00478,41,Male,Undergraduate,Python Basics,334,1,57,7,78,Medium,100,Kinesthetic,4,No
S00479,24,Female,Undergraduate,Python Basics,350,5,43,1,86,High,99,Kinesthetic,5,Yes
S00480,40,Male,Postgraduate,Machine Learning,410,2,56,5,76,Medium,100,Reading/Writing,4,No
S00481,33,Male,High School,Python Basics,157,2,48,5,65,Low,73,Visual,4,Yes
S00482,17,Male,Undergraduate,Data Science,202,2,67,2,66,Medium,86,Visual,4,No
S00483,27,Female,Undergraduate,Data Science,322,5,60,8,88,Low,100,Auditory,4,Yes
S00484,42,Male,High School,Data Science,227,2,65,5,41,Medium,81,Kinesthetic,4,Yes
S00485,34,Male,Postgraduate,Machine Learning,600,2,73,2,98,Medium,100,Reading/Writing,3,No
S00486,42,Male,Undergraduate,Python Basics,351,3,100,3,81,High,100,Auditory,5,No
S00487,22,Male,Undergraduate,Machine Learning,292,3,95,6,74,Medium,99,Visual,5,No
S00488,15,Male,Postgraduate,Python Basics,248,1,65,8,96,Medium,94,Visual,4,No
S00489,17,Female,Undergraduate,Machine Learning,251,1,61,5,39,Medium,97,Reading/Writing,3,Yes
S00490,27,Female,High School,Machine Learning,303,4,59,7,87,High,96,Auditory,5,No
S00491,42,Female,Undergraduate,Python Basics,311,5,45,2,100,Low,100,Auditory,5,Yes
S00492,39,Male,Undergraduate,Machine Learning,254,3,31,5,57,Medium,100,Reading/Writing,5,Yes
S00493,47,Female,High School,Python Basics,272,1,49,4,73,Low,95,Reading/Writing,4,Yes
S00494,20,Female,High School,Data Science,434,5,94,5,91,High,100,Auditory,5,No
S00495,46,Female,Undergraduate,Data Science,438,2,88,5,60,Medium,100,Visual,5,No
S00496,35,Male,Undergraduate,Data Science,325,5,71,3,85,Medium,100,Kinesthetic,4,No
S00497,30,Male,High School,Machine Learning,165,3,72,6,100,Medium,90,Visual,5,No
S00498,35,Female,Undergraduate,Data Science,353,4,58,12,85,High,99,Reading/Writing,5,No
S00499,25,Female,Postgraduate,Python Basics,455,3,65,6,85,Medium,100,Auditory,5,No
S00500,49,Male,High School,Data Science,436,1,50,4,61,High,100,Auditory,5,No
S00501,33,Male,High School,Data Science,373,1,50,4,99,High,100,Kinesthetic,4,No
S00502,34,Female,Undergraduate,Machine Learning,442,5,79,2,42,High,100,Auditory,5,Yes
S00503,32,Male,High School,Python Basics,305,3,56,3,80,Medium,100,Kinesthetic,5,No
S00504,28,Female,Undergraduate,Machine Learning,362,1,69,7,95,High,100,Visual,5,No
S00505,29,Male,High School,Machine Learning,231,2,61,8,43,Low,87,Visual,5,Yes
S00506,45,Female,Undergraduate,Python Basics,329,2,85,4,53,Medium,100,Auditory,4,Yes
S00507,15,Female,Undergraduate,Machine Learning,432,4,76,5,60,High,100,Auditory,5,No
S00508,17,Male,Undergraduate,Python Basics,241,5,73,0,100,Medium,100,Reading/Writing,5,No
S00509,30,Female,Postgraduate,Data Science,213,1,40,4,69,Medium,100,Reading/Writing,4,Yes
S00510,37,Female,Postgraduate,Python Basics,309,4,60,5,94,Medium,100,Auditory,5,No
S00511,25,Female,Undergraduate,Python Basics,277,2,63,6,92,Medium,100,Auditory,4,No
S00512,26,Male,Undergraduate,Python Basics,364,4,68,5,56,Medium,99,Visual,5,Yes
S00513,24,Male,High School,Machine Learning,254,4,77,5,76,High,88,Auditory,5,No
S00514,46,Male,Undergraduate,Python Basics,471,1,65,5,78,High,100,Reading/Writing,5,No
S00515,30,Female,High School,Python Basics,171,1,46,7,87,Medium,78,Visual,3,Yes
S00516,22,Male,Postgraduate,Python Basics,425,1,70,6,85,Medium,100,Kinesthetic,4,No
S00517,26,Female,Undergraduate,Data Science,223,5,63,4,80,High,83,Reading/Writing,5,No
S00518,38,Female,Undergraduate,Python Basics,120,4,58,3,98,Medium,81,Reading/Writing,1,No
S00519,42,Male,High School,Machine Learning,323,4,51,11,97,Low,100,Visual,4,Yes
S00520,22,Male,Undergraduate,Python Basics,274,5,64,7,59,Low,88,Kinesthetic,5,Yes
S00521,42,Female,Postgraduate,Python Basics,189,2,55,2,73,Medium,70,Reading/Writing,2,No
S00522,40,Female,Undergraduate,Data Science,131,3,83,7,83,Low,71,Auditory,3,Yes
S00523,22,Male,Postgraduate,Python Basics,299,2,59,5,82,Low,100,Reading/Writing,5,Yes
S00524,42,Male,High School,Machine Learning,397,5,77,6,90,Medium,100,Visual,3,No
S00525,42,Male,Undergraduate,Python Basics,358,4,40,4,84,Medium,100,Visual,3,Yes
S00526,41,Female,Postgraduate,Machine Learning,305,4,79,3,91,Medium,100,Visual,5,No
S00527,31,Female,Undergraduate,Data Science,347,1,71,3,92,High,100,Reading/Writing,5,No
S00528,23,Female,Postgraduate,Python Basics,297,1,40,10,74,High,88,Kinesthetic,5,Yes
S00529,47,Female,High School,Data Science,157,4,54,7,75,Medium,69,Auditory,1,No
S00530,34,Female,High School,Python Basics,157,4,58,4,100,Medium,94,Visual,5,No
S00531,27,Male,Postgraduate,Machine Learning,279,1,58,7,73,High,100,Kinesthetic,5,No
S00532,42,Male,High School,Data Science,283,1,51,7,91,Low,100,Auditory,4,Yes
S00533,43,Female,Postgraduate,Python Basics,385,2,60,4,69,High,100,Visual,4,No
S00534,27,Female,Postgraduate,Machine Learning,375,4,77,5,87,Low,100,Auditory,5,Yes
S00535,49,Male,High School,Data Science,360,4,59,7,87,High,100,Auditory,5,No
